GENE	CHROM	POS	TotalDepth	Normalized_Depth
NTRK3	chr15	88135107	1717	0.976865019
NTRK3	chr15	88135146	2196	1.249385895
NTRK3	chr15	88135159	2199	1.251092706
NTRK3	chr15	88135315	2450	1.393895921
NTRK3	chr15	88135954	1966	1.118530359
NTRK3	chr15	88135965	1972	1.121943982
NTRK3	chr15	88135993	1953	1.111134177
NTRK3	chr15	88136554	2027	1.153235523
NTRK3	chr15	88137459	1904	1.083256258
NTRK3	chr15	88137500	1926	1.095772875
NTRK3	chr15	88137513	1942	1.104875869
NTRK3	chr15	88183460	2205	1.254506329
NTRK3	chr15	88183466	2233	1.270436568
NTRK3	chr15	88255941	1089	0.619572513
NTRK3	chr15	88255968	1566	0.890955515
NTRK3	chr15	88256015	2051	1.166890014
NTRK3	chr15	88256019	2071	1.178268756
NTRK3	chr15	88256029	2077	1.181682378
NTRK3	chr15	88256045	2118	1.2050088
NTRK3	chr15	88256086	1564	0.889817641
NTRK3	chr15	88256109	1207	0.686707092
IDH2	chr15	90084264	1102	0.626968696
IDH2	chr15	90084813	1281	0.728808439
IDH2	chr15	90084873	1668	0.9489871
IDH2	chr15	90085072	1448	0.823820936
IDH2	chr15	90085279	1647	0.937039421
IDH2	chr15	90085284	1700	0.967193088
IDH2	chr15	90085293	1839	1.046275346
IDH2	chr15	90085300	1913	1.088376692
IDH2	chr15	90085304	1924	1.094635001
IDH2	chr15	90085305	1930	1.098048623
IDH2	chr15	90087138	1991	1.132753787
IDH2	chr15	90087162	2189	1.245403335
IDH2	chr15	90087255	1709	0.972313522
IDH2	chr15	90087442	1467	0.834630741
IDH2	chr15	90087468	1929	1.097479686
IDH2	chr15	90087504	1999	1.137305284
IDH2	chr15	90087538	1720	0.97857183
IDH2	chr15	90087552	1614	0.918264496
IDH2	chr15	90088393	2198	1.250523769
IDH2	chr15	90088414	1878	1.068463893
IDH2	chr15	90088472	1750	0.995639943
IDH2	chr15	90088473	1752	0.996777818
IDH2	chr15	90088609	1981	1.127064416
IDH2	chr15	90088650	2056	1.169734699
IDH2	chr15	90088675	1854	1.054809403
IDH2	chr15	90088685	1780	1.012708057
IDH2	chr15	90088749	1859	1.057654088
IDH2	chr15	90090580	2113	1.202164114
IDH2	chr15	90091558	1552	0.882990395
IDH2	chr15	90091581	1866	1.061636648
IDH2	chr15	90102371	114	0.064858831
IGF1R	chr15	98707611	2032	1.156080209
IGF1R	chr15	98707632	2087	1.18737175
IGF1R	chr15	98707669	2225	1.265885071
IGF1R	chr15	98707707	2175	1.237438215
IGF1R	chr15	98707732	1950	1.109427365
IGF1R	chr15	98707788	2029	1.154373397
IGF1R	chr15	98707809	2044	1.162907454
IGF1R	chr15	98707837	2050	1.166321076
IGF1R	chr15	98707887	2271	1.292056178
IGF1R	chr15	98707925	2085	1.186233875
IGF1R	chr15	98707930	2050	1.166321076
IGF1R	chr15	98707932	2005	1.140718907
IGF1R	chr15	98708054	2258	1.284659995
IGF1R	chr15	98708096	2309	1.313675788
IGF1R	chr15	98708097	2283	1.298883423
IGF1R	chr15	98891329	966	0.549593249
IGF1R	chr15	98891342	1062	0.604211211
IGF1R	chr15	98891376	1402	0.797649829
IGF1R	chr15	98891377	1418	0.806752823
IGF1R	chr15	98891401	1559	0.886972955
IGF1R	chr15	98891404	1567	0.891524452
IGF1R	chr15	98891506	1478	0.840889049
IGF1R	chr15	98891599	1618	0.920540245
IGF1R	chr15	98891614	1532	0.871611653
IGF1R	chr15	98896788	1500	0.853405666
IGF1R	chr15	98896843	1838	1.045706409
IGF1R	chr15	98896876	1694	0.963779465
IGF1R	chr15	98896884	1612	0.917126622
IGF1R	chr15	98896900	1514	0.861370785
IGF1R	chr15	98899518	2100	1.194767932
IGF1R	chr15	98899574	2090	1.189078561
IGF1R	chr15	98899598	1894	1.077566887
IGF1R	chr15	98908707	1706	0.97060671
IGF1R	chr15	98908740	2007	1.141856781
IGF1R	chr15	98908790	2129	1.211267108
IGF1R	chr15	98908844	2383	1.355777134
IGF1R	chr15	98908894	2182	1.241420775
IGF1R	chr15	98911362	2362	1.343829455
IGF1R	chr15	98911372	2353	1.338709021
IGF1R	chr15	98911396	2415	1.373983122
IGF1R	chr15	98911441	1855	1.05537834
IGF1R	chr15	98913062	1495	0.85056098
IGF1R	chr15	98913236	2066	1.17542407
IGF1R	chr15	98915983	741	0.421582399
IGF1R	chr15	98916020	1251	0.711740325
IGF1R	chr15	98916037	1460	0.830648181
IGF1R	chr15	98916041	1487	0.846009483
IGF1R	chr15	98916074	1647	0.937039421
IGF1R	chr15	98916074	1647	0.937039421
IGF1R	chr15	98916089	1679	0.955245409
IGF1R	chr15	98916098	1671	0.950693912
IGF1R	chr15	98916112	1623	0.92338493
IGF1R	chr15	98916780	2098	1.193630058
IGF1R	chr15	98916819	1894	1.077566887
IGF1R	chr15	98922155	1495	0.85056098
IGF1R	chr15	98922183	1802	1.025224673
IGF1R	chr15	98922201	2113	1.202164114
IGF1R	chr15	98922202	2125	1.20899136
IGF1R	chr15	98922285	2162	1.230042033
IGF1R	chr15	98922292	2170	1.23459353
IGF1R	chr15	98922299	2197	1.249954832
IGF1R	chr15	98922420	1644	0.93533261
IGF1R	chr15	98923908	1914	1.088945629
IGF1R	chr15	98924002	1801	1.024655736
IGF1R	chr15	98924567	2168	1.233455656
IGF1R	chr15	98924585	2474	1.407550411
IGF1R	chr15	98924621	2468	1.404136789
IGF1R	chr15	98924642	2201	1.25223058
IGF1R	chr15	98929577	1998	1.136736347
IGF1R	chr15	98929603	2260	1.28579787
IGF1R	chr15	98930249	1735	0.987105887
IGF1R	chr15	98930282	1617	0.919971308
IGF1R	chr15	98930294	1463	0.832354993
IGF1R	chr15	98930296	1434	0.815855816
IGF1R	chr15	98930300	1393	0.792529395
IGF1R	chr15	98934993	2142	1.218663291
IGF1R	chr15	98939229	1520	0.864784408
IGF1R	chr15	98939338	1754	0.997915692
IGF1R	chr15	98943030	1728	0.983123327
IGF1R	chr15	98948577	1540	0.87616315
IGF1R	chr15	98948583	1615	0.918833433
IGF1R	chr15	98948598	1762	1.002467189
IGF1R	chr15	98948602	1804	1.026362547
IGF1R	chr15	98948614	1970	1.120806108
IGF1R	chr15	98948639	2160	1.228904159
IGF1R	chr15	98948640	2174	1.236869278
IGF1R	chr15	98948650	2210	1.257351014
IGF1R	chr15	98948661	2174	1.236869278
IGF1R	chr15	98948673	1998	1.136736347
IGF1R	chr15	98957065	1327	0.754979546
IGF1R	chr15	98957187	2176	1.238007152
IGF1R	chr15	98957259	1767	1.005311874
IGF1R	chr15	98957289	1896	1.078704761
IGF1R	chr15	98957320	1702	0.968330962
IGF1R	chr15	98957395	1669	0.949556037
IGF1R	chr15	98957428	1118	0.63607169
TSC2	chr16	2050424	1572	0.894369138
TSC2	chr16	2050431	1564	0.889817641
TSC2	chr16	2053357	1374	0.78171959
TSC2	chr16	2053389	1345	0.765220414
TSC2	chr16	2053416	1142	0.64972618
TSC2	chr16	2053417	1128	0.641761061
TSC2	chr16	2053420	1112	0.632658067
TSC2	chr16	2053424	1079	0.613883142
TSC2	chr16	2055401	1401	0.797080892
TSC2	chr16	2056193	1658	0.943297729
TSC2	chr16	2056242	1611	0.916557685
TSC2	chr16	2056689	1463	0.832354993
TSC2	chr16	2056705	1495	0.85056098
TSC2	chr16	2057135	1712	0.974020333
TSC2	chr16	2057165	1733	0.985968012
TSC2	chr16	2058750	1312	0.746445489
TSC2	chr16	2058754	1342	0.763513602
TSC2	chr16	2058776	1496	0.851129917
TSC2	chr16	2058786	1541	0.876732087
TSC2	chr16	2058794	1552	0.882990395
TSC2	chr16	2060676	2079	1.182820253
TSC2	chr16	2060709	2292	1.304003857
TSC2	chr16	2060815	1411	0.802770263
TSC2	chr16	2061914	2127	1.210129234
TSC2	chr16	2061954	2529	1.438841952
TSC2	chr16	2061975	2386	1.357483946
TSC2	chr16	2062545	1797	1.022379988
TSC2	chr16	2062566	2011	1.144132529
TSC2	chr16	2062580	2070	1.177699819
TSC2	chr16	2062975	618	0.351603134
TSC2	chr16	2062976	623	0.35444782
TSC2	chr16	2063011	789	0.44889138
TSC2	chr16	2063044	953	0.542197066
TSC2	chr16	2063048	960	0.546179626
TSC2	chr16	2064283	1490	0.847716295
TSC2	chr16	2064408	2230	1.268729756
TSC2	chr16	2064412	2189	1.245403335
TSC2	chr16	2065538	1796	1.02181105
TSC2	chr16	2065626	2139	1.216956479
TSC2	chr16	2065634	2104	1.19704368
TSC2	chr16	2070492	2178	1.239145027
TSC2	chr16	2070563	2268	1.290349367
TSC2	chr16	2070570	2177	1.23857609
TSC2	chr16	2071510	1340	0.762375728
TSC2	chr16	2071608	1526	0.868198031
TSC2	chr16	2071782	1296	0.737342495
TSC2	chr16	2071849	1455	0.827803496
TSC2	chr16	2071864	1331	0.757255294
TSC2	chr16	2071871	1283	0.729946313
TSC2	chr16	2071875	1240	0.705482017
TSC2	chr16	2071885	1054	0.599659714
TSC2	chr16	2071909	750	0.426702833
TSC2	chr16	2072283	2319	1.319365159
TSC2	chr16	2072297	2486	1.414377657
TSC2	chr16	2072349	2204	1.253937392
TSC2	chr16	2072354	2143	1.219232228
TSC2	chr16	2072355	2119	1.205577737
TSC2	chr16	2072942	2185	1.243127586
TSC2	chr16	2072981	1679	0.955245409
TSC2	chr16	2072985	1595	0.907454691
TSC2	chr16	2074240	1861	1.058791963
TSC2	chr16	2074283	1974	1.123081856
TSC2	chr16	2074309	1980	1.126495479
TSC2	chr16	2074338	2024	1.151528712
TSC2	chr16	2074360	1828	1.040017038
TSC2	chr16	2074376	1598	0.909161503
TSC2	chr16	2075845	897	0.510336588
TSC2	chr16	2076493	1557	0.885835081
TSC2	chr16	2076522	1769	1.006449748
TSC2	chr16	2077677	2141	1.218094354
TSC2	chr16	2077704	2030	1.154942334
TSC2	chr16	2079064	1942	1.104875869
TSC2	chr16	2079075	2014	1.145839341
TSC2	chr16	2079085	2054	1.168596825
TSC2	chr16	2079101	2059	1.17144151
TSC2	chr16	2079140	2340	1.331312839
TSC2	chr16	2079195	2508	1.426894273
TSC2	chr16	2079309	1843	1.048551095
TSC2	chr16	2079398	1757	0.999622503
TSC2	chr16	2079572	1830	1.041154912
TSC2	chr16	2079582	1918	1.091221378
TSC2	chr16	2079587	1941	1.104306931
TSC2	chr16	2079622	1892	1.076429013
TSC2	chr16	2079634	1758	1.00019144
TSC2	chr16	2079636	1753	0.997346755
TSC2	chr16	2079637	1750	0.995639943
TSC2	chr16	2079645	1664	0.946711352
TSC2	chr16	2080164	1378	0.783995338
TSC2	chr16	2080172	1536	0.873887402
TSC2	chr16	2080210	1905	1.083825195
TSC2	chr16	2080224	1995	1.135029535
TSC2	chr16	2080237	2052	1.167458951
TSC2	chr16	2080265	2064	1.174286196
TSC2	chr16	2080349	2267	1.289780429
TSC2	chr16	2080352	2248	1.278970624
TSC2	chr16	2081596	1624	0.923953867
TSC2	chr16	2081602	1696	0.964917339
TSC2	chr16	2081616	1855	1.05537834
TSC2	chr16	2081623	1890	1.075291139
TSC2	chr16	2081668	1902	1.082118384
TSC2	chr16	2081691	1941	1.104306931
TSC2	chr16	2081747	1566	0.890955515
TSC2	chr16	2081763	1464	0.83292393
TSC2	chr16	2081765	1459	0.830079244
TSC2	chr16	2082469	1187	0.67532835
TSC2	chr16	2082472	1198	0.681586658
TSC2	chr16	2082505	1147	0.652570866
TSC2	chr16	2083704	1737	0.988243761
TSC2	chr16	2084260	2192	1.247110146
TSC2	chr16	2084266	2222	1.264178259
TSC2	chr16	2084290	1984	1.128771227
TSC2	chr16	2084308	1950	1.109427365
TSC2	chr16	2084316	1994	1.134460598
TSC2	chr16	2084326	1959	1.114547799
TSC2	chr16	2084371	2388	1.35862182
TSC2	chr16	2084383	2440	1.38820655
TSC2	chr16	2084494	1504	0.855681414
TSC2	chr16	2084496	1464	0.83292393
TSC2	chr16	2084514	1416	0.805614948
TSC2	chr16	2084517	1419	0.80732176
TSC2	chr16	2084518	1426	0.81130432
TSC2	chr16	2084534	1545	0.879007836
TSC2	chr16	2084542	1586	0.902334257
TSC2	chr16	2084598	1829	1.040585975
TSC2	chr16	2085012	1093	0.621848262
TSC2	chr16	2085015	1076	0.612176331
TSC2	chr16	2085273	1780	1.012708057
TSC2	chr16	2085280	1844	1.049120032
TSC2	chr16	2085299	1910	1.086669881
TSC2	chr16	2086296	1823	1.037172352
TSC2	chr16	2086742	1566	0.890955515
TSC2	chr16	2086745	1604	0.912575125
TSC2	chr16	2086758	1757	0.999622503
TSC2	chr16	2086788	2060	1.172010448
TSC2	chr16	2086857	1909	1.086100944
TSC2	chr16	2087937	1773	1.008725497
TSC2	chr16	2088055	1393	0.792529395
TSC2	chr16	2088057	1399	0.795943018
TSC2	chr16	2088064	1452	0.826096684
TSC2	chr16	2088116	1612	0.917126622
TSC2	chr16	2088134	1548	0.880714647
TSC2	chr16	2088291	1056	0.600797589
TSC2	chr16	2088459	1283	0.729946313
TSC2	chr16	2088459	1283	0.729946313
TSC2	chr16	2088527	2172	1.235731404
TSC2	chr16	2088563	2137	1.215818605
TSC2	chr16	2088572	2102	1.195905806
MAPK3	chr16	30116724	1740	0.989950572
MAPK3	chr16	30116769	1762	1.002467189
MAPK3	chr16	30116841	1321	0.751565923
MAPK3	chr16	30116859	1469	0.835768615
MAPK3	chr16	30116862	1488	0.84657842
MAPK3	chr16	30116959	1887	1.073584327
MAPK3	chr16	30116999	1812	1.030914044
MAPK3	chr16	30117151	1959	1.114547799
MAPK3	chr16	30117670	1642	0.934194735
MAPK3	chr16	30117684	1750	0.995639943
MAPK3	chr16	30117717	2113	1.202164114
MAPK3	chr16	30117728	2179	1.239713964
MAPK3	chr16	30117749	2227	1.267022945
MAPK3	chr16	30117759	2197	1.249954832
MAPK3	chr16	30117775	2140	1.217525416
MAPK3	chr16	30118063	1585	0.90176532
MAPK3	chr16	30118127	1893	1.07699795
MAPK3	chr16	30118150	1774	1.009294434
MAPK3	chr16	30118457	1944	1.106013743
MAPK3	chr16	30118488	1855	1.05537834
MAPK3	chr16	30118496	1846	1.050257906
MAPK3	chr16	30121854	1409	0.801632389
MAPK3	chr16	30121858	1480	0.842026924
MAPK3	chr16	30121867	1626	0.925091742
MAPK3	chr16	30121915	1969	1.120237171
MAPK3	chr16	30121948	1834	1.043430661
MAPK3	chr16	30121960	1897	1.079273699
MAPK3	chr16	30121972	1954	1.111703114
MAPK3	chr16	30121977	1942	1.104875869
MAPK3	chr16	30121996	1719	0.978002893
MAPK3	chr16	30123130	254	0.144510026
MAPK3	chr16	30123136	249	0.141665341
MAPK3	chr16	30123151	206	0.117201045
CDH1	chr16	68737414	139	0.079082258
CDH1	chr16	68737414	139	0.079082258
CDH1	chr16	68737444	257	0.146216837
CDH1	chr16	68737458	281	0.159871328
CDH1	chr16	68738348	1108	0.630382318
CDH1	chr16	68738365	1160	0.659967048
CDH1	chr16	68738391	1152	0.655415551
CDH1	chr16	68738397	1105	0.628675507
CDH1	chr16	68738399	1102	0.626968696
CDH1	chr16	68801709	1730	0.984261201
CDH1	chr16	68801806	1712	0.974020333
CDH1	chr16	68801838	1803	1.02579361
CDH1	chr16	68801855	1757	0.999622503
CDH1	chr16	68801883	1709	0.972313522
CDH1	chr16	68808516	1985	1.129340164
CDH1	chr16	68808535	1816	1.033189793
CDH1	chr16	68808695	1474	0.838613301
CDH1	chr16	68808728	1799	1.023517862
CDH1	chr16	68808788	2450	1.393895921
CDH1	chr16	68808831	1959	1.114547799
CDH1	chr16	68810238	1721	0.979140767
CDH1	chr16	68811821	2036	1.158355957
CDH1	chr16	68813399	2065	1.174855133
CDH1	chr16	68813483	1961	1.115685674
CDH1	chr16	68815567	1692	0.962641591
CDH1	chr16	68815576	1790	1.018397428
CDH1	chr16	68815604	2081	1.183958127
CDH1	chr16	68815695	2104	1.19704368
CDH1	chr16	68819381	2032	1.156080209
CDH1	chr16	68819391	1956	1.112840988
CDH1	chr16	68819426	1693	0.963210528
CDH1	chr16	68821998	1523	0.866491219
CDH1	chr16	68822078	2220	1.263040385
CDH1	chr16	68823399	991	0.563816676
CDH1	chr16	68823538	2216	1.260764637
CDH1	chr16	68823565	2202	1.252799517
CDH1	chr16	68823588	2169	1.234024593
CDH1	chr16	68828213	2005	1.140718907
CDH1	chr16	68828262	2326	1.323347719
CDH1	chr16	68828290	2265	1.288642555
CDH1	chr16	68828293	2261	1.286366807
CDH1	chr16	68829701	2185	1.243127586
CDH1	chr16	68829739	2195	1.248816958
CDH1	chr16	68829752	2271	1.292056178
CDH1	chr16	68829778	2078	1.182251316
CDH1	chr16	68833310	1258	0.715722885
CDH1	chr16	68833311	1262	0.717998633
CDH1	chr16	68833343	1615	0.918833433
CDH1	chr16	68833377	1846	1.050257906
CDH1	chr16	68833432	2156	1.22662841
CDH1	chr16	68833439	2264	1.288073618
CDH1	chr16	68833484	2287	1.301159172
CDH1	chr16	68833498	2089	1.188509624
TP53	chr17	7670697	1856	1.055947277
TP53	chr17	7670703	1894	1.077566887
TP53	chr17	7673329	1672	0.951262849
TP53	chr17	7673590	1915	1.089514567
TP53	chr17	7673749	1930	1.098048623
TP53	chr17	7673751	1935	1.100893309
TP53	chr17	7674862	1195	0.679879847
TP53	chr17	7674918	1468	0.835199678
TP53	chr17	7674959	1491	0.848285232
TP53	chr17	7674965	1479	0.841457986
TP53	chr17	7675092	1672	0.951262849
TP53	chr17	7675111	1759	1.000760377
TP53	chr17	7675150	1831	1.041723849
TP53	chr17	7675192	1792	1.019535302
TP53	chr17	7675222	1838	1.045706409
TP53	chr17	7675995	1943	1.105444806
TP53	chr17	7676121	1595	0.907454691
TP53	chr17	7676152	1489	0.847147358
TP53	chr17	7676154	1609	0.915419811
TP53	chr17	7676170	1562	0.888679767
TP53	chr17	7676521	963	0.547886437
NF1	chr17	31095315	90	0.05120434
NF1	chr17	31095319	95	0.054049025
NF1	chr17	31155980	480	0.273089813
NF1	chr17	31156036	918	0.522284267
NF1	chr17	31156071	1273	0.724256942
NF1	chr17	31156093	1257	0.715153948
NF1	chr17	31156103	1212	0.689551778
NF1	chr17	31159093	1214	0.690689652
NF1	chr17	31169919	897	0.510336588
NF1	chr17	31181418	627	0.356723568
NF1	chr17	31181757	482	0.274227687
NF1	chr17	31200443	981	0.558127305
NF1	chr17	31200516	1041	0.592263532
NF1	chr17	31200557	1248	0.710033514
NF1	chr17	31201039	616	0.35046526
NF1	chr17	31201121	1143	0.650295117
NF1	chr17	31201136	1128	0.641761061
NF1	chr17	31201151	1082	0.615589954
NF1	chr17	31201159	1051	0.597952903
NF1	chr17	31206275	1200	0.682724533
NF1	chr17	31214503	942	0.535938758
NF1	chr17	31223455	948	0.539352381
NF1	chr17	31225103	717	0.407927908
NF1	chr17	31225116	853	0.485303355
NF1	chr17	31225125	953	0.542197066
NF1	chr17	31226519	1337	0.760668917
NF1	chr17	31227223	1088	0.619003576
NF1	chr17	31227250	1229	0.699223709
NF1	chr17	31227272	1212	0.689551778
NF1	chr17	31227288	1156	0.6576913
NF1	chr17	31229036	1012	0.575764356
NF1	chr17	31229213	1520	0.864784408
NF1	chr17	31229457	977	0.555851557
NF1	chr17	31229954	1000	0.56893711
NF1	chr17	31230909	1081	0.615021016
NF1	chr17	31230910	1076	0.612176331
NF1	chr17	31232130	561	0.319173719
NF1	chr17	31232819	1346	0.765789351
NF1	chr17	31232827	1345	0.765220414
NF1	chr17	31232828	1338	0.761237854
NF1	chr17	31233214	1044	0.593970343
NF1	chr17	31235764	1103	0.627537633
NF1	chr17	31235959	1325	0.753841671
NF1	chr17	31252937	718	0.408496845
NF1	chr17	31258427	1173	0.667363231
NF1	chr17	31261797	1264	0.719136508
NF1	chr17	31261807	1206	0.686138155
NF1	chr17	31261843	920	0.523422142
NF1	chr17	31325875	994	0.565523488
NF1	chr17	31325891	1121	0.637778501
NF1	chr17	31325926	1284	0.73051525
NF1	chr17	31325987	1406	0.799925577
NF1	chr17	31326212	1333	0.758393168
NF1	chr17	31326214	1321	0.751565923
NF1	chr17	31330335	1131	0.643467872
NF1	chr17	31330390	1155	0.657122363
NF1	chr17	31334898	1022	0.581453727
NF1	chr17	31335016	979	0.556989431
NF1	chr17	31336354	1095	0.622986136
NF1	chr17	31336759	1273	0.724256942
NF1	chr17	31336781	1347	0.766358288
NF1	chr17	31336839	1417	0.806183886
NF1	chr17	31337487	1506	0.856819288
NF1	chr17	31337842	1094	0.622417199
NF1	chr17	31338758	1114	0.633795941
NF1	chr17	31338790	1186	0.674759413
NF1	chr17	31340514	1084	0.616727828
NF1	chr17	31340562	1292	0.735066747
NF1	chr17	31340645	837	0.476200361
NF1	chr17	31349252	700	0.398255977
NF1	chr17	31350300	1109	0.630951256
NF1	chr17	31352378	1151	0.654846614
NF1	chr17	31356527	1245	0.708326703
NF1	chr17	31358569	996	0.566661362
NF1	chr17	31374042	1118	0.63607169
ERBB2	chr17	39699563	1170	0.665656419
ERBB2	chr17	39699566	1191	0.677604099
ERBB2	chr17	39700267	309	0.175801567
ERBB2	chr17	39700289	388	0.220747599
ERBB2	chr17	39700306	387	0.220178662
ERBB2	chr17	39707000	1109	0.630951256
ERBB2	chr17	39707021	1189	0.676466224
ERBB2	chr17	39707025	1195	0.679879847
ERBB2	chr17	39707025	1195	0.679879847
ERBB2	chr17	39707051	1141	0.649157243
ERBB2	chr17	39707066	1139	0.648019369
ERBB2	chr17	39707076	1087	0.618434639
ERBB2	chr17	39707100	815	0.463683745
ERBB2	chr17	39708392	1934	1.100324372
ERBB2	chr17	39708399	1911	1.087238818
ERBB2	chr17	39708462	2359	1.342122644
ERBB2	chr17	39708486	2362	1.343829455
ERBB2	chr17	39709349	1735	0.987105887
ERBB2	chr17	39709410	1747	0.993933132
ERBB2	chr17	39709441	1656	0.942159855
ERBB2	chr17	39710119	1454	0.827234559
ERBB2	chr17	39710138	1548	0.880714647
ERBB2	chr17	39710383	1604	0.912575125
ERBB2	chr17	39710421	1974	1.123081856
ERBB2	chr17	39710442	1905	1.083825195
ERBB2	chr17	39710465	1699	0.966624151
ERBB2	chr17	39712042	1830	1.041154912
ERBB2	chr17	39712410	1476	0.839751175
ERBB2	chr17	39715286	1135	0.64574362
ERBB2	chr17	39715316	1412	0.8033392
ERBB2	chr17	39715338	1402	0.797649829
ERBB2	chr17	39715463	1691	0.962072654
ERBB2	chr17	39715507	1862	1.0593609
ERBB2	chr17	39715791	1693	0.963210528
ERBB2	chr17	39715793	1716	0.976296082
ERBB2	chr17	39715798	1759	1.000760377
ERBB2	chr17	39715807	1768	1.005880811
ERBB2	chr17	39715925	1607	0.914281937
ERBB2	chr17	39716305	1446	0.822683062
ERBB2	chr17	39716326	1769	1.006449748
ERBB2	chr17	39716337	1911	1.087238818
ERBB2	chr17	39716339	1925	1.095203938
ERBB2	chr17	39716542	1432	0.814717942
ERBB2	chr17	39716543	1401	0.797080892
ERBB2	chr17	39716552	1350	0.768065099
ERBB2	chr17	39716604	882	0.501802531
ERBB2	chr17	39717415	1487	0.846009483
ERBB2	chr17	39717432	1513	0.860801848
ERBB2	chr17	39719784	1679	0.955245409
ERBB2	chr17	39723323	750	0.426702833
ERBB2	chr17	39723381	1159	0.659398111
ERBB2	chr17	39723574	1390	0.790822584
ERBB2	chr17	39723619	1671	0.950693912
ERBB2	chr17	39723956	1677	0.954107534
ERBB2	chr17	39724011	2277	1.295469801
ERBB2	chr17	39724801	2885	1.641383564
ERBB2	chr17	39724824	2733	1.554905123
ERBB2	chr17	39724873	2132	1.21297392
ERBB2	chr17	39724902	1770	1.007018686
ERBB2	chr17	39725092	2251	1.280677436
ERBB2	chr17	39725330	774	0.440357324
ERBB2	chr17	39725776	2161	1.229473096
ERBB2	chr17	39725804	2156	1.22662841
ERBB2	chr17	39726880	2247	1.278401687
ERBB2	chr17	39726926	2235	1.271574442
ERBB2	chr17	39726959	2001	1.138443158
ERBB2	chr17	39727319	896	0.509767651
ERBB2	chr17	39727324	961	0.546748563
ERBB2	chr17	39727406	1679	0.955245409
ERBB2	chr17	39727452	1657	0.942728792
ERBB2	chr17	39727454	1658	0.943297729
ERBB2	chr17	39727520	1553	0.883559333
ERBB2	chr17	39727523	1548	0.880714647
ERBB2	chr17	39727523	1548	0.880714647
ERBB2	chr17	39727784	1891	1.075860076
ERBB2	chr17	39727844	2198	1.250523769
ERBB2	chr17	39727857	2165	1.231748844
ERBB2	chr17	39727899	2274	1.293762989
TOP2A	chr17	40389562	1821	1.036034478
TOP2A	chr17	40389581	1937	1.102031183
TOP2A	chr17	40390043	2552	1.451927506
TOP2A	chr17	40390128	1844	1.049120032
TOP2A	chr17	40392309	1980	1.126495479
TOP2A	chr17	40392335	1829	1.040585975
TOP2A	chr17	40392708	1623	0.92338493
TOP2A	chr17	40396309	1686	0.959227968
TOP2A	chr17	40396347	2141	1.218094354
TOP2A	chr17	40396389	2242	1.275557002
TOP2A	chr17	40396408	2241	1.274988065
TOP2A	chr17	40398858	2137	1.215818605
TOP2A	chr17	40398896	1721	0.979140767
TOP2A	chr17	40399905	1945	1.10658268
TOP2A	chr17	40399944	2134	1.214111794
TOP2A	chr17	40399962	2130	1.211836045
TOP2A	chr17	40400350	2160	1.228904159
TOP2A	chr17	40400378	1890	1.075291139
TOP2A	chr17	40400558	2040	1.160631705
TOP2A	chr17	40402933	1560	0.887541892
TOP2A	chr17	40404402	2188	1.244834398
TOP2A	chr17	40404410	2302	1.309693228
TOP2A	chr17	40404445	2270	1.291487241
TOP2A	chr17	40406384	1202	0.683862407
TOP2A	chr17	40406397	1407	0.800494514
TOP2A	chr17	40406405	1510	0.859095037
TOP2A	chr17	40406868	1853	1.054240466
TOP2A	chr17	40406918	1915	1.089514567
TOP2A	chr17	40406943	1869	1.063343459
TOP2A	chr17	40407591	1496	0.851129917
TOP2A	chr17	40407658	1721	0.979140767
TOP2A	chr17	40408034	2167	1.232886718
TOP2A	chr17	40408595	1725	0.981416516
TOP2A	chr17	40411379	1500	0.853405666
TOP2A	chr17	40411417	1373	0.781150653
TOP2A	chr17	40411431	1267	0.720843319
TOP2A	chr17	40411449	1127	0.641192124
TOP2A	chr17	40411663	1666	0.947849226
TOP2A	chr17	40411689	1876	1.067326019
TOP2A	chr17	40411711	1915	1.089514567
TOP2A	chr17	40411778	1390	0.790822584
TOP2A	chr17	40412761	1622	0.922815993
TOP2A	chr17	40412807	2150	1.223214788
TOP2A	chr17	40412886	2299	1.307986417
TOP2A	chr17	40412890	2217	1.261333574
TOP2A	chr17	40412890	2217	1.261333574
TOP2A	chr17	40412954	1779	1.01213912
TOP2A	chr17	40412962	1700	0.967193088
TOP2A	chr17	40413264	1490	0.847716295
TOP2A	chr17	40413286	1366	0.777168093
TOP2A	chr17	40413287	1366	0.777168093
TOP2A	chr17	40413493	1282	0.729377376
TOP2A	chr17	40413594	1022	0.581453727
TOP2A	chr17	40416470	1484	0.844302672
TOP2A	chr17	40416795	1416	0.805614948
BRCA1	chr17	43045675	2053	1.168027888
BRCA1	chr17	43045690	2211	1.257919951
BRCA1	chr17	43045695	2279	1.296607675
BRCA1	chr17	43045708	2421	1.377396744
BRCA1	chr17	43045765	2644	1.50426972
BRCA1	chr17	43049186	2231	1.269298693
BRCA1	chr17	43057109	1699	0.966624151
BRCA1	chr17	43063341	2426	1.38024143
BRCA1	chr17	43063370	2442	1.389344424
BRCA1	chr17	43063903	1829	1.040585975
BRCA1	chr17	43063925	1905	1.083825195
BRCA1	chr17	43067677	1704	0.969468836
BRCA1	chr17	43070971	2113	1.202164114
BRCA1	chr17	43074362	2231	1.269298693
BRCA1	chr17	43074429	2572	1.463306248
BRCA1	chr17	43076515	2233	1.270436568
BRCA1	chr17	43076532	2442	1.389344424
BRCA1	chr17	43082417	2045	1.163476391
